country,iso3,year,month,type,expected.mean,acm.mean,excess.mean,cumul.excess.mean,cumul.excess.low,cumul.excess.high
Montenegro,MNE,2020,2,Reported,655,620,-35,-85,-160,-13
Montenegro,MNE,2020,3,Reported,624,642,18,-67,-159,19
Montenegro,MNE,2020,4,Reported,590,536,-54,-121,-223,-22
Montenegro,MNE,2020,5,Reported,565,538,-27,-148,-261,-39
Montenegro,MNE,2020,6,Reported,566,543,-23,-171,-293,-58
Montenegro,MNE,2020,7,Reported,571,726,155,-16,-146,109
Montenegro,MNE,2020,8,Reported,562,645,83,67,-73,205
Montenegro,MNE,2020,9,Reported,556,664,108,175,31,323
Montenegro,MNE,2020,10,Reported,579,806,227,402,256,558
Montenegro,MNE,2020,11,Reported,622,835,213,616,453,777
Montenegro,MNE,2020,12,Reported,676,931,255,870,706,1038
Montenegro,MNE,2021,1,Reported,668,931,263,1133,954,1317
Montenegro,MNE,2021,2,Reported,650,931,281,1414,1212,1626
Montenegro,MNE,2021,3,Reported,616,1043,427,1841,1633,2061
Montenegro,MNE,2021,4,Reported,585,921,336,2177,1957,2413
Montenegro,MNE,2021,5,Reported,559,723,164,2341,2113,2584
Montenegro,MNE,2021,6,Reported,561,590,29,2370,2137,2627
Montenegro,MNE,2021,7,Reported,564,648,84,2454,2205,2719
Montenegro,MNE,2021,8,Reported,558,812,254,2708,2449,2992
Montenegro,MNE,2021,9,Reported,553,861,308,3016,2745,3305
Montenegro,MNE,2021,10,Reported,573,859,286,3302,3021,3588
Montenegro,MNE,2021,11,Predicted,615,989,374,3676,3250,4120
Montenegro,MNE,2021,12,Predicted,669,902,234,3910,3384,4472
Mongolia,MNG,2020,1,Reported,2001,1856,-145,-145,-214,-75
Mongolia,MNG,2020,2,Reported,2000,1764,-236,-381,-484,-277
Mongolia,MNG,2020,3,Reported,2002,1756,-246,-627,-748,-500
Mongolia,MNG,2020,4,Reported,2002,1780,-222,-849,-992,-713
Mongolia,MNG,2020,5,Reported,2002,1750,-252,-1101,-1264,-934
Mongolia,MNG,2020,6,Reported,2002,1775,-227,-1327,-1508,-1151
Mongolia,MNG,2020,7,Reported,2002,1905,-97,-1424,-1632,-1238
Mongolia,MNG,2020,8,Reported,2001,1809,-192,-1615,-1836,-1419
Mongolia,MNG,2020,9,Reported,2003,1909,-94,-1710,-1947,-1500
Mongolia,MNG,2020,10,Reported,2002,1939,-63,-1773,-2005,-1558
Mongolia,MNG,2020,11,Reported,2003,1737,-266,-2039,-2293,-1802
Mongolia,MNG,2020,12,Reported,2001,1657,-344,-2383,-2640,-2145
Mongolia,MNG,2021,1,Reported,2057,1564,-493,-2877,-3158,-2623
Mongolia,MNG,2021,2,Reported,2059,1681,-378,-3255,-3549,-2992
Mongolia,MNG,2021,3,Reported,2058,1877,-181,-3436,-3751,-3151
Mongolia,MNG,2021,4,Reported,2058,2017,-41,-3477,-3813,-3169
Mongolia,MNG,2021,5,Reported,2057,1907,-150,-3627,-3970,-3303
Mongolia,MNG,2021,6,Reported,2058,2331,273,-3354,-3704,-3010
Mongolia,MNG,2021,7,Reported,2058,2472,414,-2941,-3294,-2591
Mongolia,MNG,2021,8,Reported,2061,2280,219,-2722,-3085,-2363
Mongolia,MNG,2021,9,Reported,2056,2753,697,-2025,-2404,-1641
Mongolia,MNG,2021,10,Reported,2056,3128,1072,-953,-1336,-560
Mongolia,MNG,2021,11,Reported,2058,2650,592,-361,-763,39
Mongolia,MNG,2021,12,Reported,2058,2423,365,4,-419,414
Mozambique,MOZ,2020,1,Predicted,23456,25206,1750,1750,-4223,9436
Mozambique,MOZ,2020,2,Predicted,23447,24781,1334,3084,-5366,12935
Mozambique,MOZ,2020,3,Predicted,23538,24695,1156,4241,-5946,16534
Mozambique,MOZ,2020,4,Predicted,23655,22643,-1012,3228,-8603,17516
Mozambique,MOZ,2020,5,Predicted,24035,23440,-595,2634,-10907,18979
Mozambique,MOZ,2020,6,Predicted,24280,23269,-1011,1623,-13454,18725
Mozambique,MOZ,2020,7,Predicted,24438,23754,-684,939,-15150,19250
Mozambique,MOZ,2020,8,Predicted,24168,24685,517,1456,-15954,20776
Mozambique,MOZ,2020,9,Predicted,23897,25114,1216,2672,-16253,22862
Mozambique,MOZ,2020,10,Predicted,23610,24254,644,3316,-16436,24803
Mozambique,MOZ,2020,11,Predicted,23313,24245,933,4248,-15017,26096
Mozambique,MOZ,2020,12,Predicted,23478,24946,1468,5717,-13901,28061
Mozambique,MOZ,2021,1,Predicted,23598,28759,5162,10878,-9845,35654
Mozambique,MOZ,2021,2,Predicted,23564,29617,6052,16931,-5422,43918
Mozambique,MOZ,2021,3,Predicted,23663,27653,3990,20921,-2922,49124
Mozambique,MOZ,2021,4,Predicted,23778,25750,1972,22893,-1179,51533
Mozambique,MOZ,2021,5,Predicted,24169,25107,938,23831,-1357,51540
Mozambique,MOZ,2021,6,Predicted,24413,25919,1505,25336,-524,54474
Mozambique,MOZ,2021,7,Predicted,24564,30770,6207,31543,4197,61439
Mozambique,MOZ,2021,8,Predicted,24304,29586,5282,36825,7239,67852
Mozambique,MOZ,2021,9,Predicted,24032,26102,2071,38895,9722,72004
Mozambique,MOZ,2021,10,Predicted,23736,24375,639,39534,9319,74753
Mozambique,MOZ,2021,11,Predicted,23442,24206,765,40299,8792,75571
Mozambique,MOZ,2021,12,Predicted,23609,26041,2432,42731,12131,78197
Mauritania,MRT,2020,1,Predicted,2314,2479,165,165,-411,945
Mauritania,MRT,2020,2,Predicted,2260,2390,131,296,-559,1303
Mauritania,MRT,2020,3,Predicted,2238,2238,1,297,-756,1468
Mauritania,MRT,2020,4,Predicted,2190,2151,-38,258,-910,1614
Mauritania,MRT,2020,5,Predicted,2148,2333,185,443,-908,2067
Mauritania,MRT,2020,6,Predicted,2126,2826,700,1143,-350,2923
Mauritania,MRT,2020,7,Predicted,2132,2750,618,1760,38,3706
Mauritania,MRT,2020,8,Predicted,2143,2439,296,2056,267,4176
Mauritania,MRT,2020,9,Predicted,2162,2328,166,2222,307,4416
Mauritania,MRT,2020,10,Predicted,2186,2245,59,2281,206,4582
Mauritania,MRT,2020,11,Predicted,2248,2413,164,2446,228,4846
Mauritania,MRT,2020,12,Predicted,2299,2846,547,2992,766,5456
Mauritania,MRT,2021,1,Predicted,2334,2745,411,3404,1156,6026
Mauritania,MRT,2021,2,Predicted,2278,2470,192,3596,1226,6305
Mauritania,MRT,2021,3,Predicted,2255,2468,213,3809,1326,6658
Mauritania,MRT,2021,4,Predicted,2208,2439,231,4040,1428,6908
Mauritania,MRT,2021,5,Predicted,2165,2421,256,4297,1623,7174
Mauritania,MRT,2021,6,Predicted,2144,2509,364,4661,1927,7671
Mauritania,MRT,2021,7,Predicted,2148,2654,506,5167,2318,8264
Mauritania,MRT,2021,8,Predicted,2160,2889,729,5895,2994,9180
Mauritania,MRT,2021,9,Predicted,2179,2536,357,6252,3166,9636
Mauritania,MRT,2021,10,Predicted,2204,2389,185,6437,3227,9822
Mauritania,MRT,2021,11,Predicted,2266,2518,252,6689,3458,10089
Mauritania,MRT,2021,12,Predicted,2318,2577,259,6948,3623,10616
Mauritius,MUS,2020,1,Reported,993,983,-10,-10,-48,29
Mauritius,MUS,2020,2,Reported,901,861,-40,-50,-107,14
Mauritius,MUS,2020,3,Reported,988,947,-41,-91,-164,-17
Mauritius,MUS,2020,4,Reported,917,866,-51,-142,-226,-58
Mauritius,MUS,2020,5,Reported,941,910,-31,-173,-267,-76
Mauritius,MUS,2020,6,Reported,929,927,-2,-174,-273,-66
Mauritius,MUS,2020,7,Reported,1104,1025,-79,-253,-376,-137
Mauritius,MUS,2020,8,Reported,1060,1021,-39,-293,-420,-171
Mauritius,MUS,2020,9,Reported,1020,923,-97,-390,-529,-260
Mauritius,MUS,2020,10,Reported,971,950,-21,-411,-559,-271
Mauritius,MUS,2020,11,Reported,927,916,-11,-421,-574,-277
Mauritius,MUS,2020,12,Reported,991,941,-50,-472,-627,-316
Mauritius,MUS,2021,1,Reported,1024,973,-51,-522,-690,-361
Mauritius,MUS,2021,2,Reported,930,869,-61,-584,-750,-413
Mauritius,MUS,2021,3,Reported,1019,970,-49,-633,-807,-456
Mauritius,MUS,2021,4,Reported,946,880,-66,-699,-875,-518
Mauritius,MUS,2021,5,Reported,971,905,-66,-765,-947,-571
Mauritius,MUS,2021,6,Reported,957,970,13,-752,-940,-557
Mauritius,MUS,2021,7,Reported,1139,1031,-108,-861,-1063,-660
Mauritius,MUS,2021,8,Reported,1091,1200,109,-751,-956,-538
Mauritius,MUS,2021,9,Reported,1054,1226,172,-580,-791,-365
Mauritius,MUS,2021,10,Reported,1001,1243,242,-337,-563,-105
Mauritius,MUS,2021,11,Reported,955,1795,840,503,273,733
Mauritius,MUS,2021,12,Reported,1024,1463,439,942,708,1176
Malawi,MWI,2020,1,Predicted,8850,9466,616,616,-1592,3373
Malawi,MWI,2020,2,Predicted,8836,9360,525,1141,-1959,4753
Malawi,MWI,2020,3,Predicted,8855,9234,379,1520,-2440,5963
Malawi,MWI,2020,4,Predicted,8868,8595,-273,1247,-3090,6146
Malawi,MWI,2020,5,Predicted,8991,8716,-275,972,-4352,6426
Malawi,MWI,2020,6,Predicted,9076,9054,-22,949,-4594,6916
Malawi,MWI,2020,7,Predicted,9132,9984,852,1801,-4374,8522
Malawi,MWI,2020,8,Predicted,9028,9695,667,2467,-4215,9612
Malawi,MWI,2020,9,Predicted,8915,9197,282,2750,-4445,10124
Malawi,MWI,2020,10,Predicted,8780,8904,123,2873,-4739,10776
Malawi,MWI,2020,11,Predicted,8707,8735,27,2900,-4862,11208
Malawi,MWI,2020,12,Predicted,8827,9016,190,3090,-4848,11593
Malawi,MWI,2021,1,Predicted,8754,11530,2776,5866,-2527,14772
Malawi,MWI,2021,2,Predicted,8743,10743,2000,7866,-851,17043
Malawi,MWI,2021,3,Predicted,8760,9538,779,8645,-307,18211
Malawi,MWI,2021,4,Predicted,8781,9323,542,9187,-164,19366
Malawi,MWI,2021,5,Predicted,8900,9184,283,9470,-51,20038
Malawi,MWI,2021,6,Predicted,8980,9601,621,10091,181,20704
Malawi,MWI,2021,7,Predicted,9039,11240,2202,12293,1802,23740
Malawi,MWI,2021,8,Predicted,8934,11386,2452,14745,3827,26891
Malawi,MWI,2021,9,Predicted,8823,9750,926,15671,4356,28051
Malawi,MWI,2021,10,Predicted,8688,9098,410,16082,4333,28705
Malawi,MWI,2021,11,Predicted,8616,8869,253,16334,3866,28937
Malawi,MWI,2021,12,Predicted,8743,9522,779,17113,4730,29700
Malaysia,MYS,2020,1,Reported,16558,17039,481,481,109,881
Malaysia,MYS,2020,2,Reported,15340,14700,-640,-158,-737,420
Malaysia,MYS,2020,3,Reported,16580,15602,-978,-1137,-1852,-403
Malaysia,MYS,2020,4,Reported,15838,13861,-1977,-3113,-3944,-2273
Malaysia,MYS,2020,5,Reported,16193,14762,-1431,-4545,-5449,-3605
Malaysia,MYS,2020,6,Reported,15901,14157,-1744,-6289,-7320,-5279
Malaysia,MYS,2020,7,Reported,16468,14521,-1947,-8235,-9365,-7107
Malaysia,MYS,2020,8,Reported,16026,14830,-1196,-9432,-10617,-8248
Malaysia,MYS,2020,9,Reported,15194,14085,-1109,-10540,-11818,-9242
Malaysia,MYS,2020,10,Reported,15742,14756,-986,-11527,-12885,-10197
Malaysia,MYS,2020,11,Reported,15702,13657,-2045,-13572,-15007,-12189
Malaysia,MYS,2020,12,Reported,16563,15044,-1519,-15091,-16535,-13654
Malaysia,MYS,2021,1,Reported,17325,16364,-961,-16052,-17651,-14460
Malaysia,MYS,2021,2,Reported,16044,14356,-1688,-17740,-19388,-16034
Malaysia,MYS,2021,3,Reported,17326,15572,-1754,-19494,-21302,-17618
Malaysia,MYS,2021,4,Reported,16554,15246,-1308,-20802,-22679,-18840
Malaysia,MYS,2021,5,Reported,16938,16121,-817,-21619,-23561,-19588
Malaysia,MYS,2021,6,Reported,16629,15736,-893,-22512,-24630,-20449
Malaysia,MYS,2021,7,Reported,17227,23908,6681,-15831,-17929,-13592
Malaysia,MYS,2021,8,Reported,16741,25470,8729,-7102,-9268,-4802
Malaysia,MYS,2021,9,Reported,15898,20345,4447,-2655,-4948,-316
Malaysia,MYS,2021,10,Predicted,16453,20956,4503,1848,-3732,8530
Malaysia,MYS,2021,11,Predicted,16417,19518,3101,4949,-2769,14249
Malaysia,MYS,2021,12,Predicted,17310,19894,2584,7533,-2537,18220
Namibia,NAM,2020,1,Predicted,1460,1538,78,78,-299,531
Namibia,NAM,2020,2,Predicted,1464,1554,90,168,-349,794
Namibia,NAM,2020,3,Predicted,1475,1492,17,185,-458,894
Namibia,NAM,2020,4,Predicted,1497,1381,-116,69,-670,806
Namibia,NAM,2020,5,Predicted,1527,1419,-108,-39,-835,764
Namibia,NAM,2020,6,Predicted,1550,1400,-150,-188,-1106,711
Namibia,NAM,2020,7,Predicted,1556,1592,35,-153,-1059,914
Namibia,NAM,2020,8,Predicted,1547,1824,277,124,-922,1345
Namibia,NAM,2020,9,Predicted,1510,1733,223,347,-788,1572
Namibia,NAM,2020,10,Predicted,1480,1611,131,478,-748,1774
Namibia,NAM,2020,11,Predicted,1473,1615,142,620,-626,2044
Namibia,NAM,2020,12,Predicted,1464,1740,276,896,-463,2355
Namibia,NAM,2021,1,Predicted,1439,1977,539,1435,90,2945
Namibia,NAM,2021,2,Predicted,1444,1801,357,1791,312,3415
Namibia,NAM,2021,3,Predicted,1456,1870,415,2206,631,3967
Namibia,NAM,2021,4,Predicted,1476,1879,403,2610,969,4340
Namibia,NAM,2021,5,Predicted,1504,1998,494,3103,1375,4965
Namibia,NAM,2021,6,Predicted,1530,2631,1101,4205,2219,6323
Namibia,NAM,2021,7,Predicted,1533,3397,1864,6069,3905,8522
Namibia,NAM,2021,8,Predicted,1527,2087,561,6629,4391,9211
Namibia,NAM,2021,9,Predicted,1488,2025,538,7167,4914,9719
Namibia,NAM,2021,10,Predicted,1461,1688,227,7394,5038,10039
Namibia,NAM,2021,11,Predicted,1454,1578,124,7518,5095,10192
Namibia,NAM,2021,12,Predicted,1444,1679,235,7753,5338,10417
Niger,NER,2020,1,Predicted,16218,17405,1187,1187,-2987,6056
Niger,NER,2020,2,Predicted,15952,17040,1088,2275,-3861,8946
Niger,NER,2020,3,Predicted,15371,16423,1052,3327,-4339,11248
Niger,NER,2020,4,Predicted,15064,15806,742,4070,-4305,12792
Niger,NER,2020,5,Predicted,14793,16410,1618,5687,-3568,15259
Niger,NER,2020,6,Predicted,14722,16807,2085,7772,-2457,18490
Niger,NER,2020,7,Predicted,14990,17524,2534,10306,-1276,22454
Niger,NER,2020,8,Predicted,15132,16970,1838,12144,-94,25218
Niger,NER,2020,9,Predicted,15111,16151,1040,13184,798,27069
Niger,NER,2020,10,Predicted,15237,15645,408,13592,368,28575
Niger,NER,2020,11,Predicted,15770,16583,813,14405,-260,29678
Niger,NER,2020,12,Predicted,16056,17590,1534,15938,272,31332
Niger,NER,2021,1,Predicted,16316,18058,1742,17680,1544,35239
Niger,NER,2021,2,Predicted,16049,17615,1566,19246,2509,35749
Niger,NER,2021,3,Predicted,15468,17307,1839,21085,3837,38549
Niger,NER,2021,4,Predicted,15155,16928,1773,22858,5333,41291
Niger,NER,2021,5,Predicted,14880,16400,1520,24379,5344,43787
Niger,NER,2021,6,Predicted,14812,16831,2019,26398,6579,46761
Niger,NER,2021,7,Predicted,15081,17164,2083,28481,8589,49268
Niger,NER,2021,8,Predicted,15227,16894,1666,30147,10570,52006
Niger,NER,2021,9,Predicted,15203,16299,1096,31243,9672,52875
Niger,NER,2021,10,Predicted,15331,16022,691,31934,10312,54350
Niger,NER,2021,11,Predicted,15867,17059,1192,33126,11507,55940
Niger,NER,2021,12,Predicted,16151,17364,1213,34339,10303,57594
Nigeria,NGA,2020,1,Predicted,139448,148615,9167,9167,-25640,50800
Nigeria,NGA,2020,2,Predicted,137433,143782,6349,15517,-35771,72562
Nigeria,NGA,2020,3,Predicted,134561,138988,4428,19944,-44605,85292
Nigeria,NGA,2020,4,Predicted,134384,124572,-9812,10133,-59492,87352
Nigeria,NGA,2020,5,Predicted,135007,134918,-89,10044,-67281,97270
Nigeria,NGA,2020,6,Predicted,136392,145690,9298,19342,-64996,114670
Nigeria,NGA,2020,7,Predicted,138475,151305,12830,32173,-65436,135082
Nigeria,NGA,2020,8,Predicted,139020,148165,9145,41318,-65151,150947
Nigeria,NGA,2020,9,Predicted,138558,143905,5348,46665,-68545,159260
Nigeria,NGA,2020,10,Predicted,137512,139008,1496,48161,-71589,166069
Nigeria,NGA,2020,11,Predicted,137951,140752,2802,50963,-76329,181205
Nigeria,NGA,2020,12,Predicted,138644,148265,9621,60584,-76898,192137
Nigeria,NGA,2021,1,Predicted,139102,153526,14423,75007,-68059,216213
Nigeria,NGA,2021,2,Predicted,137095,155720,18625,93632,-57017,249921
Nigeria,NGA,2021,3,Predicted,134235,146446,12211,105843,-55887,260662
Nigeria,NGA,2021,4,Predicted,134061,141151,7090,112933,-56418,277546
Nigeria,NGA,2021,5,Predicted,134677,143693,9016,121949,-43224,294786
Nigeria,NGA,2021,6,Predicted,136069,145646,9577,131526,-34777,302283
Nigeria,NGA,2021,7,Predicted,138158,148325,10167,141692,-32668,314262
Nigeria,NGA,2021,8,Predicted,138686,151052,12366,154058,-26096,332544
Nigeria,NGA,2021,9,Predicted,138219,149255,11036,165094,-14245,349337
Nigeria,NGA,2021,10,Predicted,137147,143123,5976,171070,-16833,365550
Nigeria,NGA,2021,11,Predicted,137623,144323,6700,177770,-14051,380205
Nigeria,NGA,2021,12,Predicted,138302,146966,8664,186434,-10317,393877
Nicaragua,NIC,2020,1,Reported,2820,2677,-143,-143,-231,-56
Nicaragua,NIC,2020,2,Reported,2449,2283,-166,-309,-449,-182
Nicaragua,NIC,2020,3,Reported,2638,3504,866,557,385,720
Nicaragua,NIC,2020,4,Reported,2691,4114,1423,1980,1766,2181
Nicaragua,NIC,2020,5,Reported,2692,4252,1560,3540,3296,3782
Nicaragua,NIC,2020,6,Reported,2730,4114,1384,4924,4666,5189
Nicaragua,NIC,2020,7,Reported,2866,4500,1634,6558,6268,6834
Nicaragua,NIC,2020,8,Reported,2855,4500,1645,8202,7888,8502
Nicaragua,NIC,2020,9,Predicted,2795,3119,324,8526,7681,9459
Nicaragua,NIC,2020,10,Predicted,2872,3068,196,8722,7479,10095
Nicaragua,NIC,2020,11,Predicted,2836,3042,205,8928,7487,10575
Nicaragua,NIC,2020,12,Predicted,2822,3061,239,9166,7488,11165
Nicaragua,NIC,2021,1,Predicted,2887,3177,291,9457,7409,11678
Nicaragua,NIC,2021,2,Predicted,2506,2766,260,9717,7468,12070
Nicaragua,NIC,2021,3,Predicted,2700,2971,271,9988,7653,12602
Nicaragua,NIC,2021,4,Predicted,2754,3054,300,10288,7731,13209
Nicaragua,NIC,2021,5,Predicted,2754,3135,381,10669,7926,13815
Nicaragua,NIC,2021,6,Predicted,2793,3156,364,11033,8167,14268
Nicaragua,NIC,2021,7,Predicted,2928,3228,300,11332,8275,14578
Nicaragua,NIC,2021,8,Predicted,2918,3131,213,11545,8299,15013
Nicaragua,NIC,2021,9,Predicted,2854,3041,187,11732,8338,15347
Nicaragua,NIC,2021,10,Predicted,2938,3065,127,11859,8221,15553
Nicaragua,NIC,2021,11,Predicted,2904,2988,83,11942,8091,15788
Nicaragua,NIC,2021,12,Predicted,2884,3037,153,12095,8128,16517
Niue,NIU,2020,1,Predicted,1,1,0,0,-2,3
Niue,NIU,2020,2,Predicted,1,1,0,0,-3,3
Niue,NIU,2020,3,Predicted,1,1,0,0,-4,4
Niue,NIU,2020,4,Predicted,1,1,0,-1,-5,5
Niue,NIU,2020,5,Predicted,2,1,0,-1,-5,5
Niue,NIU,2020,6,Predicted,2,1,0,-1,-6,5
Niue,NIU,2020,7,Predicted,2,1,0,-1,-7,5
Niue,NIU,2020,8,Predicted,2,1,0,-2,-8,5
Niue,NIU,2020,9,Predicted,2,1,0,-2,-8,5
Niue,NIU,2020,10,Predicted,2,1,0,-2,-9,5
Niue,NIU,2020,11,Predicted,2,1,0,-2,-9,5
Niue,NIU,2020,12,Predicted,2,1,0,-3,-10,6
Niue,NIU,2021,1,Predicted,1,1,0,-3,-11,6
Niue,NIU,2021,2,Predicted,1,1,0,-3,-11,6
Niue,NIU,2021,3,Predicted,1,1,0,-3,-12,6
Niue,NIU,2021,4,Predicted,1,1,0,-3,-12,7
Niue,NIU,2021,5,Predicted,1,1,0,-4,-12,7
Niue,NIU,2021,6,Predicted,2,1,0,-4,-13,8
Niue,NIU,2021,7,Predicted,2,1,0,-4,-13,7
Niue,NIU,2021,8,Predicted,2,1,0,-4,-14,7
Niue,NIU,2021,9,Predicted,2,1,0,-4,-14,7
Niue,NIU,2021,10,Predicted,2,1,0,-5,-15,7
Niue,NIU,2021,11,Predicted,2,1,0,-5,-15,6
Niue,NIU,2021,12,Predicted,1,1,0,-5,-15,7
Netherlands,NLD,2020,1,Reported,14289,14193,-96,-96,-631,407
Netherlands,NLD,2020,2,Reported,14347,13033,-1314,-1410,-2253,-554
Netherlands,NLD,2020,3,Reported,14101,16743,2642,1232,217,2247
Netherlands,NLD,2020,4,Reported,12983,18708,5725,6957,5851,8107
Netherlands,NLD,2020,5,Reported,12372,12744,372,7329,6078,8575
Netherlands,NLD,2020,6,Reported,12001,11589,-412,6917,5541,8254
Netherlands,NLD,2020,7,Reported,12079,11729,-350,6567,5100,7990
Netherlands,NLD,2020,8,Reported,11932,12718,786,7353,5777,8814
Netherlands,NLD,2020,9,Reported,11912,12113,201,7554,6012,9061
Netherlands,NLD,2020,10,Reported,12487,14813,2326,9880,8206,11450
Netherlands,NLD,2020,11,Reported,13148,15067,1919,11799,10082,13445
Netherlands,NLD,2020,12,Reported,14311,16993,2682,14481,12589,16225
Netherlands,NLD,2021,1,Reported,14479,17434,2955,17437,15439,19246
Netherlands,NLD,2021,2,Reported,14482,14000,-482,16955,14930,18944
Netherlands,NLD,2021,3,Reported,14272,13949,-323,16632,14537,18640
Netherlands,NLD,2021,4,Reported,13123,13626,503,17135,14890,19281
Netherlands,NLD,2021,5,Reported,12504,13254,750,17885,15580,20173
Netherlands,NLD,2021,6,Reported,12118,12297,179,18064,15638,20417
Netherlands,NLD,2021,7,Reported,12217,12722,505,18569,16092,20984
Netherlands,NLD,2021,8,Reported,12059,12982,923,19492,16978,21958
Netherlands,NLD,2021,9,Reported,12046,12853,807,20299,17683,22769
Netherlands,NLD,2021,10,Reported,12633,14312,1679,21978,19334,24491
Netherlands,NLD,2021,11,Reported,13283,17030,3747,25726,23061,28397
Netherlands,NLD,2021,12,Reported,14463,17949,3486,29212,26398,31842
Norway,NOR,2020,1,Reported,3905,3886,-19,-19,-134,93
Norway,NOR,2020,2,Reported,3634,3454,-180,-199,-376,-17
Norway,NOR,2020,3,Reported,3697,3647,-50,-249,-467,-36
Norway,NOR,2020,4,Reported,3420,3483,63,-186,-423,48
Norway,NOR,2020,5,Reported,3284,3185,-99,-285,-561,-29
Norway,NOR,2020,6,Reported,3170,3030,-140,-424,-714,-146
Norway,NOR,2020,7,Reported,3255,3215,-40,-464,-779,-169
Norway,NOR,2020,8,Reported,3228,3265,37,-427,-759,-108
Norway,NOR,2020,9,Reported,3175,3245,70,-357,-701,-37
Norway,NOR,2020,10,Reported,3349,3403,54,-303,-676,51
Norway,NOR,2020,11,Reported,3439,3391,-48,-351,-738,14
Norway,NOR,2020,12,Reported,3906,3663,-243,-595,-1002,-231
Norway,NOR,2021,1,Reported,3911,3798,-113,-708,-1120,-299
Norway,NOR,2021,2,Reported,3643,3152,-491,-1199,-1650,-761
Norway,NOR,2021,3,Reported,3705,3380,-325,-1524,-2001,-1073
Norway,NOR,2021,4,Reported,3429,3265,-164,-1688,-2192,-1222
Norway,NOR,2021,5,Reported,3294,3195,-99,-1787,-2291,-1304
Norway,NOR,2021,6,Reported,3176,3062,-114,-1902,-2404,-1401
Norway,NOR,2021,7,Reported,3266,3013,-253,-2154,-2671,-1631
Norway,NOR,2021,8,Reported,3236,3944,708,-1446,-1968,-903
Norway,NOR,2021,9,Reported,3181,3255,74,-1372,-1906,-805
Norway,NOR,2021,10,Reported,3355,3369,14,-1358,-1915,-764
Norway,NOR,2021,11,Reported,3445,4718,1273,-84,-666,520
Norway,NOR,2021,12,Reported,3912,3895,-17,-101,-685,541
Nepal,NPL,2020,1,Predicted,15714,16220,506,506,-3385,5188
Nepal,NPL,2020,2,Predicted,15477,15119,-357,148,-4971,5708
Nepal,NPL,2020,3,Predicted,15084,14695,-389,-241,-6523,6190
Nepal,NPL,2020,4,Predicted,14726,12769,-1957,-2198,-9013,5183
Nepal,NPL,2020,5,Predicted,14441,13159,-1282,-3480,-11157,4815
Nepal,NPL,2020,6,Predicted,14247,13482,-764,-4244,-13016,5046
Nepal,NPL,2020,7,Predicted,14166,13553,-613,-4857,-14117,5029
Nepal,NPL,2020,8,Predicted,14176,14664,488,-4370,-14539,6702
Nepal,NPL,2020,9,Predicted,14284,15886,1602,-2767,-13072,8875
Nepal,NPL,2020,10,Predicted,14567,18100,3533,766,-10733,12548
Nepal,NPL,2020,11,Predicted,15133,19447,4314,5080,-7360,18159
Nepal,NPL,2020,12,Predicted,15445,18337,2893,7972,-4481,21756
Nepal,NPL,2021,1,Predicted,15876,16888,1012,8984,-4127,23321
Nepal,NPL,2021,2,Predicted,15623,15035,-589,8396,-6213,23430
Nepal,NPL,2021,3,Predicted,15234,14838,-396,7999,-7097,23713
Nepal,NPL,2021,4,Predicted,14860,16191,1331,9331,-6518,25650
Nepal,NPL,2021,5,Predicted,14593,23063,8470,17801,1335,35517
Nepal,NPL,2021,6,Predicted,14393,18662,4268,22069,4904,40502
Nepal,NPL,2021,7,Predicted,14324,17066,2742,24811,7078,43785
Nepal,NPL,2021,8,Predicted,14339,17380,3041,27853,10594,47038
Nepal,NPL,2021,9,Predicted,14427,16038,1611,29464,10884,50022
