country,iso3,year,month,type,expected.mean,acm.mean,excess.mean,cumul.excess.mean,cumul.excess.low,cumul.excess.high
Sri Lanka,LKA,2020,1,Reported,13175,13254,79,79,-954,1005
Sri Lanka,LKA,2020,2,Reported,12692,11686,-1006,-927,-2347,419
Sri Lanka,LKA,2020,3,Reported,12342,9005,-3337,-4264,-5962,-2585
Sri Lanka,LKA,2020,4,Reported,12266,7158,-5108,-9371,-11465,-7473
Sri Lanka,LKA,2020,5,Reported,12419,12254,-165,-9537,-11728,-7455
Sri Lanka,LKA,2020,6,Reported,12434,12900,466,-9070,-11341,-6870
Sri Lanka,LKA,2020,7,Reported,12309,11782,-527,-9597,-12084,-7239
Sri Lanka,LKA,2020,8,Reported,11972,11472,-500,-10098,-12653,-7451
Sri Lanka,LKA,2020,9,Reported,11849,11440,-409,-10506,-13296,-7682
Sri Lanka,LKA,2020,10,Reported,12287,10251,-2036,-12543,-15522,-9568
Sri Lanka,LKA,2020,11,Reported,12897,9797,-3100,-15643,-18742,-12530
Sri Lanka,LKA,2020,12,Reported,13147,11432,-1715,-17358,-20470,-14028
Sri Lanka,LKA,2021,1,Reported,13489,12442,-1047,-18404,-21807,-14804
Sri Lanka,LKA,2021,2,Reported,12994,11965,-1029,-19434,-23195,-15532
Sri Lanka,LKA,2021,3,Reported,12632,12851,219,-19214,-23219,-15111
Sri Lanka,LKA,2021,4,Reported,12533,11870,-663,-19877,-24000,-15727
Sri Lanka,LKA,2021,5,Reported,12729,9255,-3474,-23351,-27798,-18998
Sri Lanka,LKA,2021,6,Reported,12749,12128,-621,-23972,-28740,-19657
Sri Lanka,LKA,2021,7,Predicted,12586,14798,2212,-21760,-27686,-14720
Sri Lanka,LKA,2021,8,Predicted,12236,18240,6004,-15756,-24220,-6447
Sri Lanka,LKA,2021,9,Predicted,12118,16939,4821,-10935,-21856,538
Sri Lanka,LKA,2021,10,Predicted,12594,13489,896,-10039,-21847,2559
Sri Lanka,LKA,2021,11,Predicted,13270,13745,475,-9564,-23226,4061
Sri Lanka,LKA,2021,12,Predicted,13469,14202,732,-8831,-23896,6461
Lesotho,LSO,2020,1,Predicted,2871,3040,169,169,-582,1049
Lesotho,LSO,2020,2,Predicted,2893,3050,157,326,-690,1537
Lesotho,LSO,2020,3,Predicted,2919,2996,77,404,-889,1913
Lesotho,LSO,2020,4,Predicted,2991,2675,-316,88,-1330,1859
Lesotho,LSO,2020,5,Predicted,3044,2794,-251,-163,-1740,1629
Lesotho,LSO,2020,6,Predicted,3091,2638,-453,-617,-2345,1309
Lesotho,LSO,2020,7,Predicted,3096,2991,-105,-721,-2640,1365
Lesotho,LSO,2020,8,Predicted,3079,3162,82,-639,-2750,1562
Lesotho,LSO,2020,9,Predicted,2990,3126,135,-504,-2685,1888
Lesotho,LSO,2020,10,Predicted,2940,3220,280,-224,-2638,2282
Lesotho,LSO,2020,11,Predicted,2927,3098,171,-53,-2468,2458
Lesotho,LSO,2020,12,Predicted,2905,3159,254,201,-2347,2932
Lesotho,LSO,2021,1,Predicted,2871,3576,705,906,-1979,3767
Lesotho,LSO,2021,2,Predicted,2896,3629,734,1640,-1357,4562
Lesotho,LSO,2021,3,Predicted,2922,3192,270,1909,-1187,4964
Lesotho,LSO,2021,4,Predicted,2992,2889,-102,1807,-1255,5065
Lesotho,LSO,2021,5,Predicted,3047,3064,16,1823,-1343,5199
Lesotho,LSO,2021,6,Predicted,3096,3035,-61,1762,-1321,5217
Lesotho,LSO,2021,7,Predicted,3097,3409,312,2074,-1162,5712
Lesotho,LSO,2021,8,Predicted,3079,3317,238,2313,-1168,6017
Lesotho,LSO,2021,9,Predicted,2992,4022,1029,3342,-367,7000
Lesotho,LSO,2021,10,Predicted,2942,3271,328,3670,-179,7508
Lesotho,LSO,2021,11,Predicted,2927,3076,150,3820,-59,7757
Lesotho,LSO,2021,12,Predicted,2906,3069,162,3982,-15,8088
Lithuania,LTU,2020,1,Reported,3762,3864,102,102,-46,256
Lithuania,LTU,2020,2,Reported,3793,3541,-252,-150,-375,73
Lithuania,LTU,2020,3,Reported,3699,3876,177,27,-240,321
Lithuania,LTU,2020,4,Reported,3535,3729,194,221,-120,542
Lithuania,LTU,2020,5,Reported,3405,3584,179,400,29,769
Lithuania,LTU,2020,6,Reported,3284,3674,390,790,390,1202
Lithuania,LTU,2020,7,Reported,3221,3587,366,1155,732,1600
Lithuania,LTU,2020,8,Reported,3171,3603,432,1588,1129,2052
Lithuania,LTU,2020,9,Reported,3172,3479,307,1894,1436,2389
Lithuania,LTU,2020,10,Reported,3329,4031,702,2596,2127,3073
Lithuania,LTU,2020,11,Reported,3513,4865,1352,3948,3446,4462
Lithuania,LTU,2020,12,Reported,3762,6466,2704,6651,6140,7197
Lithuania,LTU,2021,1,Reported,3762,5667,1905,8556,7997,9128
Lithuania,LTU,2021,2,Reported,3800,4063,263,8820,8213,9426
Lithuania,LTU,2021,3,Reported,3692,4157,465,9285,8663,9941
Lithuania,LTU,2021,4,Reported,3540,4047,507,9792,9158,10475
Lithuania,LTU,2021,5,Reported,3404,4164,760,10552,9903,11252
Lithuania,LTU,2021,6,Reported,3275,3918,643,11195,10502,11939
Lithuania,LTU,2021,7,Reported,3220,3726,506,11701,10985,12495
Lithuania,LTU,2021,8,Reported,3170,3723,553,12254,11502,13084
Lithuania,LTU,2021,9,Reported,3175,4223,1048,13302,12548,14108
Lithuania,LTU,2021,10,Reported,3326,5092,1766,15068,14327,15895
Lithuania,LTU,2021,11,Reported,3508,4693,1185,16253,15501,17080
Lithuania,LTU,2021,12,Reported,3758,4760,1002,17255,16461,18104
Luxembourg,LUX,2020,1,Reported,405,365,-40,-40,-63,-19
Luxembourg,LUX,2020,2,Reported,412,326,-86,-126,-159,-94
Luxembourg,LUX,2020,3,Reported,399,421,22,-104,-144,-65
Luxembourg,LUX,2020,4,Reported,365,395,30,-74,-122,-29
Luxembourg,LUX,2020,5,Reported,343,343,0,-74,-129,-21
Luxembourg,LUX,2020,6,Reported,336,305,-31,-105,-161,-49
Luxembourg,LUX,2020,7,Reported,343,335,-8,-113,-175,-53
Luxembourg,LUX,2020,8,Reported,346,364,18,-95,-160,-35
Luxembourg,LUX,2020,9,Reported,351,345,-6,-101,-169,-37
Luxembourg,LUX,2020,10,Reported,366,389,23,-78,-144,-8
Luxembourg,LUX,2020,11,Reported,383,522,139,60,-14,130
Luxembourg,LUX,2020,12,Reported,405,496,91,152,74,227
Luxembourg,LUX,2021,1,Reported,415,373,-42,110,27,192
Luxembourg,LUX,2021,2,Reported,421,393,-28,82,3,170
Luxembourg,LUX,2021,3,Reported,408,441,33,115,24,205
Luxembourg,LUX,2021,4,Reported,374,341,-33,82,-11,177
Luxembourg,LUX,2021,5,Reported,350,355,5,87,-12,185
Luxembourg,LUX,2021,6,Reported,345,316,-29,57,-46,161
Luxembourg,LUX,2021,7,Reported,351,333,-18,39,-63,140
Luxembourg,LUX,2021,8,Reported,354,324,-30,9,-99,117
Luxembourg,LUX,2021,9,Reported,359,345,-14,-5,-119,108
Luxembourg,LUX,2021,10,Reported,374,394,20,15,-105,129
Luxembourg,LUX,2021,11,Reported,392,423,31,46,-77,166
Luxembourg,LUX,2021,12,Reported,414,437,23,69,-56,191
Latvia,LVA,2020,1,Reported,2756,2703,-53,-53,-165,61
Latvia,LVA,2020,2,Reported,2639,2398,-241,-294,-479,-119
Latvia,LVA,2020,3,Reported,2786,2564,-222,-516,-750,-290
Latvia,LVA,2020,4,Reported,2566,2516,-50,-565,-823,-311
Latvia,LVA,2020,5,Reported,2456,2485,29,-536,-818,-250
Latvia,LVA,2020,6,Reported,2309,2426,117,-420,-728,-112
Latvia,LVA,2020,7,Reported,2352,2381,29,-391,-727,-56
Latvia,LVA,2020,8,Reported,2291,2410,119,-272,-622,82
Latvia,LVA,2020,9,Reported,2299,2326,27,-244,-635,131
Latvia,LVA,2020,10,Reported,2457,2621,164,-80,-468,314
Latvia,LVA,2020,11,Reported,2440,2737,297,217,-196,616
Latvia,LVA,2020,12,Reported,2755,3524,769,986,551,1395
Latvia,LVA,2021,1,Reported,2771,3831,1060,2046,1589,2505
Latvia,LVA,2021,2,Reported,2649,2990,341,2387,1892,2873
Latvia,LVA,2021,3,Reported,2806,2876,70,2456,1932,2943
Latvia,LVA,2021,4,Reported,2578,2727,149,2605,2059,3106
Latvia,LVA,2021,5,Reported,2462,2873,411,3016,2473,3557
Latvia,LVA,2021,6,Reported,2323,2822,499,3514,2937,4078
Latvia,LVA,2021,7,Reported,2364,2724,360,3875,3268,4477
Latvia,LVA,2021,8,Reported,2295,2496,201,4075,3473,4702
Latvia,LVA,2021,9,Reported,2312,2745,433,4509,3891,5150
Latvia,LVA,2021,10,Reported,2475,3861,1386,5895,5246,6547
Latvia,LVA,2021,11,Reported,2460,3782,1322,7217,6532,7874
Latvia,LVA,2021,12,Reported,2773,3224,451,7668,6968,8365
Morocco,MAR,2020,1,Predicted,22272,22856,584,584,-4693,7353
Morocco,MAR,2020,2,Predicted,21791,21960,169,753,-7103,9953
Morocco,MAR,2020,3,Predicted,21630,19246,-2385,-1631,-11185,8483
Morocco,MAR,2020,4,Predicted,21361,19396,-1966,-3597,-14216,8510
Morocco,MAR,2020,5,Predicted,20675,18751,-1924,-5521,-16674,7261
Morocco,MAR,2020,6,Predicted,20385,19188,-1197,-6719,-19072,7090
Morocco,MAR,2020,7,Predicted,19734,20546,811,-5908,-19666,9679
Morocco,MAR,2020,8,Predicted,19886,22622,2736,-3172,-17997,14382
Morocco,MAR,2020,9,Predicted,20330,23067,2737,-435,-16533,18067
Morocco,MAR,2020,10,Predicted,21043,24990,3946,3512,-13408,22252
Morocco,MAR,2020,11,Predicted,21510,27851,6341,9853,-9507,30859
Morocco,MAR,2020,12,Predicted,22076,27337,5261,15114,-5979,36558
Morocco,MAR,2021,1,Predicted,22782,25313,2531,17645,-5072,40046
Morocco,MAR,2021,2,Predicted,22283,22327,44,17689,-4874,40889
Morocco,MAR,2021,3,Predicted,22121,21784,-337,17352,-6291,41789
Morocco,MAR,2021,4,Predicted,21850,22012,163,17514,-6388,41749
Morocco,MAR,2021,5,Predicted,21140,21483,343,17857,-7270,42609
Morocco,MAR,2021,6,Predicted,20848,21702,854,18711,-6723,44297
Morocco,MAR,2021,7,Predicted,20180,22685,2505,21216,-4546,48455
Morocco,MAR,2021,8,Predicted,20323,27507,7185,28401,2771,56722
Morocco,MAR,2021,9,Predicted,20781,25056,4274,32675,6735,61135
Morocco,MAR,2021,10,Predicted,21514,22863,1350,34025,6528,63022
Morocco,MAR,2021,11,Predicted,22000,22449,449,34473,6029,63736
Morocco,MAR,2021,12,Predicted,22573,22848,275,34748,4261,65080
Monaco,MCO,2020,1,Reported,48,46,-2,-2,-10,5
Monaco,MCO,2020,2,Reported,47,35,-12,-14,-25,-3
Monaco,MCO,2020,3,Reported,45,66,21,7,-7,21
Monaco,MCO,2020,4,Reported,43,50,7,14,-2,30
Monaco,MCO,2020,5,Reported,41,35,-6,8,-9,26
Monaco,MCO,2020,6,Reported,40,41,1,9,-9,27
Monaco,MCO,2020,7,Reported,41,31,-10,-1,-21,19
Monaco,MCO,2020,8,Reported,41,44,3,2,-19,22
Monaco,MCO,2020,9,Reported,43,50,7,9,-14,30
Monaco,MCO,2020,10,Reported,46,55,9,18,-5,41
Monaco,MCO,2020,11,Reported,48,36,-12,6,-19,32
Monaco,MCO,2020,12,Reported,48,52,4,10,-15,34
Monaco,MCO,2021,1,Reported,49,80,31,41,13,69
Monaco,MCO,2021,2,Reported,48,60,12,54,23,83
Monaco,MCO,2021,3,Reported,45,62,17,70,38,101
Monaco,MCO,2021,4,Reported,43,28,-15,55,19,89
Monaco,MCO,2021,5,Reported,42,59,17,72,34,108
Monaco,MCO,2021,6,Reported,41,28,-13,59,22,95
Monaco,MCO,2021,7,Reported,41,42,1,60,20,97
Monaco,MCO,2021,8,Reported,42,43,1,60,20,101
Monaco,MCO,2021,9,Reported,44,31,-13,47,6,90
Monaco,MCO,2021,10,Reported,47,54,7,55,13,98
Monaco,MCO,2021,11,Reported,48,39,-9,46,1,90
Monaco,MCO,2021,12,Reported,49,67,18,64,18,109
Republic of Moldova,MDA,2020,1,Reported,3731,3879,148,148,-89,358
Republic of Moldova,MDA,2020,2,Reported,3645,3461,-184,-36,-356,280
Republic of Moldova,MDA,2020,3,Reported,3526,3020,-506,-542,-942,-139
Republic of Moldova,MDA,2020,4,Reported,3391,2539,-852,-1394,-1860,-921
Republic of Moldova,MDA,2020,5,Reported,3296,4324,1028,-366,-856,154
Republic of Moldova,MDA,2020,6,Reported,3129,3725,596,230,-324,834
Republic of Moldova,MDA,2020,7,Reported,2931,3746,815,1045,437,1691
Republic of Moldova,MDA,2020,8,Reported,2876,3020,144,1190,561,1838
Republic of Moldova,MDA,2020,9,Reported,3014,3867,853,2042,1409,2775
Republic of Moldova,MDA,2020,10,Reported,3281,4273,992,3034,2358,3742
Republic of Moldova,MDA,2020,11,Reported,3542,4171,629,3663,2940,4447
Republic of Moldova,MDA,2020,12,Reported,3732,5137,1405,5068,4295,5888
Republic of Moldova,MDA,2021,1,Reported,3664,4607,943,6010,5193,6867
Republic of Moldova,MDA,2021,2,Reported,3575,4121,546,6557,5742,7471
Republic of Moldova,MDA,2021,3,Reported,3450,5479,2029,8586,7671,9549
Republic of Moldova,MDA,2021,4,Reported,3324,4848,1524,10110,9135,11089
Republic of Moldova,MDA,2021,5,Reported,3234,3770,536,10646,9651,11716
Republic of Moldova,MDA,2021,6,Reported,3062,3373,311,10957,9918,12001
Republic of Moldova,MDA,2021,7,Reported,2875,3291,416,11372,10317,12430
Republic of Moldova,MDA,2021,8,Reported,2818,2789,-29,11344,10224,12390
Republic of Moldova,MDA,2021,9,Reported,2954,3991,1037,12380,11299,13481
Republic of Moldova,MDA,2021,10,Reported,3220,5316,2096,14476,13350,15612
Republic of Moldova,MDA,2021,11,Reported,3481,5404,1923,16400,15279,17613
Republic of Moldova,MDA,2021,12,Reported,3658,5416,1758,18158,16975,19386
Madagascar,MDG,2020,1,Predicted,14802,15808,1006,1006,-2607,5199
Madagascar,MDG,2020,2,Predicted,14782,15785,1003,2009,-3562,8340
Madagascar,MDG,2020,3,Predicted,14831,15559,728,2737,-4126,10193
Madagascar,MDG,2020,4,Predicted,14905,13675,-1230,1507,-5819,9777
Madagascar,MDG,2020,5,Predicted,15085,14496,-588,919,-7571,10110
Madagascar,MDG,2020,6,Predicted,15268,15179,-89,830,-8443,11199
Madagascar,MDG,2020,7,Predicted,15326,17450,2124,2954,-7106,14358
Madagascar,MDG,2020,8,Predicted,15271,16779,1508,4462,-6617,16354
Madagascar,MDG,2020,9,Predicted,15172,16305,1133,5595,-5998,18709
Madagascar,MDG,2020,10,Predicted,14980,15754,774,6369,-5801,20263
Madagascar,MDG,2020,11,Predicted,14913,15704,791,7160,-5849,22294
Madagascar,MDG,2020,12,Predicted,14797,15611,814,7974,-5885,23643
Madagascar,MDG,2021,1,Predicted,14964,16391,1427,9401,-5879,25558
Madagascar,MDG,2021,2,Predicted,14949,16397,1448,10849,-4698,28508
Madagascar,MDG,2021,3,Predicted,14994,17836,2842,13691,-2356,31698
Madagascar,MDG,2021,4,Predicted,15067,19341,4274,17965,850,37515
Madagascar,MDG,2021,5,Predicted,15251,18116,2865,20830,3093,41444
Madagascar,MDG,2021,6,Predicted,15441,16380,939,21769,4028,42062
Madagascar,MDG,2021,7,Predicted,15499,16179,680,22449,4523,43384
Madagascar,MDG,2021,8,Predicted,15437,15817,381,22829,4019,44021
Madagascar,MDG,2021,9,Predicted,15341,15820,479,23308,4572,45176
Madagascar,MDG,2021,10,Predicted,15145,15410,265,23573,3643,46308
Madagascar,MDG,2021,11,Predicted,15079,15593,514,24087,2563,47705
Madagascar,MDG,2021,12,Predicted,14968,16463,1495,25582,3442,50242
Maldives,MDV,2020,1,Reported,116,120,4,4,-5,13
Maldives,MDV,2020,2,Reported,120,102,-18,-14,-28,-1
Maldives,MDV,2020,3,Reported,122,114,-8,-22,-39,-5
Maldives,MDV,2020,4,Reported,119,99,-20,-43,-62,-22
Maldives,MDV,2020,5,Reported,114,118,4,-39,-60,-17
Maldives,MDV,2020,6,Reported,110,97,-13,-51,-74,-29
Maldives,MDV,2020,7,Reported,107,112,5,-46,-72,-22
Maldives,MDV,2020,8,Reported,106,132,26,-20,-47,6
Maldives,MDV,2020,9,Reported,106,121,15,-5,-35,22
Maldives,MDV,2020,10,Reported,108,115,7,2,-28,33
Maldives,MDV,2020,11,Reported,111,122,11,13,-21,43
Maldives,MDV,2020,12,Reported,116,106,-10,3,-30,34
Maldives,MDV,2021,1,Reported,117,87,-30,-27,-62,7
Maldives,MDV,2021,2,Reported,121,103,-18,-45,-81,-10
Maldives,MDV,2021,3,Reported,123,103,-20,-65,-104,-29
Maldives,MDV,2021,4,Reported,120,129,9,-57,-97,-18
Maldives,MDV,2021,5,Reported,115,203,88,31,-11,73
Maldives,MDV,2021,6,Reported,110,185,75,106,61,148
Maldives,MDV,2021,7,Predicted,107,135,28,134,76,203
Maldives,MDV,2021,8,Predicted,106,127,21,155,77,246
Maldives,MDV,2021,9,Predicted,107,126,19,174,83,287
Maldives,MDV,2021,10,Predicted,109,133,24,198,87,337
Maldives,MDV,2021,11,Predicted,112,133,21,219,91,375
Maldives,MDV,2021,12,Predicted,117,144,27,246,96,414
Mexico,MEX,2020,1,Reported,70722,71415,693,693,-1699,3142
Mexico,MEX,2020,2,Reported,64195,61353,-2842,-2150,-5814,1412
Mexico,MEX,2020,3,Reported,64091,60727,-3364,-5514,-9852,-1265
Mexico,MEX,2020,4,Reported,60020,67475,7455,1941,-2904,7127
Mexico,MEX,2020,5,Reported,60849,98443,37594,39535,34291,45156
Mexico,MEX,2020,6,Reported,58051,106775,48724,88259,82228,94238
Mexico,MEX,2020,7,Reported,60038,115173,55135,143394,137070,149848
Mexico,MEX,2020,8,Reported,59531,98711,39180,182574,175498,189503
Mexico,MEX,2020,9,Reported,58387,82505,24118,206692,199124,213700
Mexico,MEX,2020,10,Reported,61231,85805,24574,231266,223246,239161
Mexico,MEX,2020,11,Reported,62952,94960,32008,263273,255198,271540
Mexico,MEX,2020,12,Reported,70749,122016,51267,314540,305940,323110
Mexico,MEX,2021,1,Reported,72343,175863,103520,418060,408780,427662
Mexico,MEX,2021,2,Reported,65385,107143,41758,459818,449956,469847
Mexico,MEX,2021,3,Reported,65358,84148,18790,478609,468727,489552
Mexico,MEX,2021,4,Reported,61441,71783,10342,488950,478612,500804
Mexico,MEX,2021,5,Reported,62177,65865,3688,492638,481652,504462
Mexico,MEX,2021,6,Reported,59360,62435,3075,495713,484260,508020
Mexico,MEX,2021,7,Reported,61356,79297,17941,513653,501542,526546
Mexico,MEX,2021,8,Reported,60809,116566,55757,569411,557028,582755
Mexico,MEX,2021,9,Reported,59694,100737,41043,610453,597791,623572
Mexico,MEX,2021,10,Reported,62596,78430,15834,626288,612906,639629
Mexico,MEX,2021,11,Reported,64281,67867,3586,629874,615827,643407
Mexico,MEX,2021,12,Reported,72322,68664,-3658,626217,611254,640660
Marshall Islands,MHL,2020,1,Predicted,35,33,-2,-2,-15,14
Marshall Islands,MHL,2020,2,Predicted,35,33,-2,-4,-22,17
Marshall Islands,MHL,2020,3,Predicted,35,33,-2,-6,-29,20
Marshall Islands,MHL,2020,4,Predicted,35,28,-7,-13,-39,16
Marshall Islands,MHL,2020,5,Predicted,35,30,-5,-18,-47,15
Marshall Islands,MHL,2020,6,Predicted,35,31,-3,-21,-53,15
Marshall Islands,MHL,2020,7,Predicted,35,32,-2,-24,-59,16
Marshall Islands,MHL,2020,8,Predicted,35,32,-3,-26,-65,16
Marshall Islands,MHL,2020,9,Predicted,35,31,-4,-30,-70,15
Marshall Islands,MHL,2020,10,Predicted,35,31,-4,-35,-78,12
Marshall Islands,MHL,2020,11,Predicted,35,31,-4,-39,-83,10
Marshall Islands,MHL,2020,12,Predicted,35,31,-4,-43,-88,7
Marshall Islands,MHL,2021,1,Predicted,35,31,-4,-46,-94,5
Marshall Islands,MHL,2021,2,Predicted,35,32,-3,-49,-101,6
Marshall Islands,MHL,2021,3,Predicted,35,32,-4,-53,-104,5
Marshall Islands,MHL,2021,4,Predicted,35,33,-2,-55,-107,5
Marshall Islands,MHL,2021,5,Predicted,35,33,-2,-58,-111,4
Marshall Islands,MHL,2021,6,Predicted,35,33,-3,-60,-117,5
Marshall Islands,MHL,2021,7,Predicted,35,33,-2,-62,-123,3
Marshall Islands,MHL,2021,8,Predicted,35,33,-2,-64,-125,0
Marshall Islands,MHL,2021,9,Predicted,35,32,-3,-68,-130,1
Marshall Islands,MHL,2021,10,Predicted,35,31,-4,-72,-134,0
Marshall Islands,MHL,2021,11,Predicted,35,31,-4,-76,-140,-3
Marshall Islands,MHL,2021,12,Predicted,35,32,-3,-79,-145,-5
North Macedonia,MKD,2020,1,Reported,2343,2176,-167,-167,-311,-33
North Macedonia,MKD,2020,2,Reported,2317,2027,-290,-457,-660,-269
North Macedonia,MKD,2020,3,Reported,2218,2053,-165,-622,-881,-371
North Macedonia,MKD,2020,4,Reported,2090,2150,60,-562,-841,-286
North Macedonia,MKD,2020,5,Reported,2011,2032,21,-542,-845,-229
North Macedonia,MKD,2020,6,Reported,1962,2376,414,-128,-474,214
North Macedonia,MKD,2020,7,Reported,1953,2334,381,252,-104,600
North Macedonia,MKD,2020,8,Reported,1947,2264,317,569,190,954
North Macedonia,MKD,2020,9,Reported,1969,2165,196,765,358,1152
North Macedonia,MKD,2020,10,Reported,2080,2836,756,1522,1091,1932
North Macedonia,MKD,2020,11,Reported,2212,4718,2506,4027,3597,4452
North Macedonia,MKD,2020,12,Reported,2345,4031,1686,5713,5248,6145
North Macedonia,MKD,2021,1,Reported,2372,2636,264,5977,5480,6471
North Macedonia,MKD,2021,2,Reported,2338,2616,278,6255,5732,6763
North Macedonia,MKD,2021,3,Reported,2235,3242,1007,7262,6723,7790
North Macedonia,MKD,2021,4,Reported,2116,3867,1751,9013,8444,9562
North Macedonia,MKD,2021,5,Reported,2031,3009,978,9991,9423,10554
North Macedonia,MKD,2021,6,Reported,1982,2318,336,10327,9746,10897
North Macedonia,MKD,2021,7,Reported,1971,2313,342,10670,10051,11251
North Macedonia,MKD,2021,8,Reported,1963,2703,740,11409,10749,12016
North Macedonia,MKD,2021,9,Reported,1986,3825,1839,13248,12599,13881
North Macedonia,MKD,2021,10,Reported,2092,2714,622,13871,13193,14530
North Macedonia,MKD,2021,11,Reported,2238,2947,709,14580,13880,15255
North Macedonia,MKD,2021,12,Reported,2375,3152,777,15357,14611,16029
Mali,MLI,2020,1,Predicted,13463,14519,1056,1056,-2316,5210
Mali,MLI,2020,2,Predicted,13192,14135,943,1999,-2996,7943
Mali,MLI,2020,3,Predicted,12868,13602,734,2733,-3669,9555
Mali,MLI,2020,4,Predicted,12617,12816,199,2932,-4323,10350
Mali,MLI,2020,5,Predicted,12434,13563,1129,4061,-3502,12109
Mali,MLI,2020,6,Predicted,12434,14531,2097,6158,-2403,15227
Mali,MLI,2020,7,Predicted,12585,14597,2012,8170,-1549,18251
Mali,MLI,2020,8,Predicted,12714,13957,1243,9413,-769,20334
Mali,MLI,2020,9,Predicted,12722,13418,695,10108,-1081,21430
Mali,MLI,2020,10,Predicted,12803,12972,168,10277,-1439,22047
Mali,MLI,2020,11,Predicted,13125,13698,573,10849,-1363,23877
Mali,MLI,2020,12,Predicted,13285,14903,1619,12468,-482,26218
Mali,MLI,2021,1,Predicted,13431,14647,1216,13685,585,27319
Mali,MLI,2021,2,Predicted,13158,14441,1282,14967,1539,28518
Mali,MLI,2021,3,Predicted,12836,14382,1546,16513,2775,30439
Mali,MLI,2021,4,Predicted,12586,14584,1998,18511,4007,32595
Mali,MLI,2021,5,Predicted,12404,14020,1616,20128,4927,33939
Mali,MLI,2021,6,Predicted,12403,13972,1569,21696,5917,36591
Mali,MLI,2021,7,Predicted,12554,14042,1488,23184,6978,37860
Mali,MLI,2021,8,Predicted,12683,13855,1173,24357,8055,39936
Mali,MLI,2021,9,Predicted,12690,13365,675,25032,8089,41206
Mali,MLI,2021,10,Predicted,12770,13215,444,25476,7696,41847
Mali,MLI,2021,11,Predicted,13092,13869,777,26253,7712,43742
Mali,MLI,2021,12,Predicted,13252,14310,1058,27311,9523,45868
Malta,MLT,2020,1,Reported,390,420,30,30,5,56
Malta,MLT,2020,2,Reported,390,324,-66,-36,-75,2
Malta,MLT,2020,3,Reported,356,388,32,-4,-53,42
Malta,MLT,2020,4,Reported,320,332,12,8,-46,60
Malta,MLT,2020,5,Reported,301,301,0,8,-51,64
Malta,MLT,2020,6,Reported,287,258,-29,-21,-81,42
Malta,MLT,2020,7,Reported,288,291,3,-19,-85,48
Malta,MLT,2020,8,Reported,286,314,28,10,-60,78
Malta,MLT,2020,9,Reported,278,316,38,48,-25,118
Malta,MLT,2020,10,Reported,289,335,46,93,15,168
Malta,MLT,2020,11,Reported,324,404,80,173,94,251
Malta,MLT,2020,12,Reported,390,480,90,263,184,349
Malta,MLT,2021,1,Reported,400,439,39,302,213,389
Malta,MLT,2021,2,Reported,400,412,12,314,221,407
Malta,MLT,2021,3,Reported,365,436,71,385,285,481
Malta,MLT,2021,4,Reported,328,292,-36,349,242,449
Malta,MLT,2021,5,Reported,309,333,24,373,265,473
Malta,MLT,2021,6,Reported,295,280,-15,358,249,468
Malta,MLT,2021,7,Reported,296,316,20,378,265,488
Malta,MLT,2021,8,Reported,292,353,61,439,318,550
Malta,MLT,2021,9,Reported,284,304,20,459,339,574
Malta,MLT,2021,10,Reported,297,308,11,470,349,589
Malta,MLT,2021,11,Reported,331,328,-3,467,344,586
Malta,MLT,2021,12,Reported,399,409,10,477,349,598
Myanmar,MMR,2020,1,Predicted,32211,33203,992,992,-7418,11758
Myanmar,MMR,2020,2,Predicted,31853,32451,597,1589,-10215,16292
Myanmar,MMR,2020,3,Predicted,31179,30619,-560,1030,-13805,18482
Myanmar,MMR,2020,4,Predicted,30820,28249,-2572,-1542,-17916,16290
Myanmar,MMR,2020,5,Predicted,30673,28032,-2642,-4184,-22555,16112
Myanmar,MMR,2020,6,Predicted,30803,28963,-1840,-6023,-25884,16654
Myanmar,MMR,2020,7,Predicted,30729,29430,-1299,-7322,-27912,16911
Myanmar,MMR,2020,8,Predicted,30867,29693,-1174,-8496,-30418,16143
Myanmar,MMR,2020,9,Predicted,30829,32003,1174,-7323,-30970,19010
Myanmar,MMR,2020,10,Predicted,30872,33694,2822,-4501,-29656,23890
Myanmar,MMR,2020,11,Predicted,31390,33577,2186,-2315,-29090,26340
Myanmar,MMR,2020,12,Predicted,32033,35097,3064,750,-26849,30587
Myanmar,MMR,2021,1,Predicted,31744,33043,1299,2049,-27080,33290
Myanmar,MMR,2021,2,Predicted,31434,31269,-165,1884,-28279,34881
Myanmar,MMR,2021,3,Predicted,30828,29852,-976,907,-32472,34589
Myanmar,MMR,2021,4,Predicted,30495,29701,-794,114,-34463,34816
Myanmar,MMR,2021,5,Predicted,30235,30251,15,129,-34284,35703
Myanmar,MMR,2021,6,Predicted,30435,32110,1675,1804,-33015,39220
Myanmar,MMR,2021,7,Predicted,30414,46061,15647,17451,-19407,56929
Myanmar,MMR,2021,8,Predicted,30467,44900,14433,31884,-7702,72524
Myanmar,MMR,2021,9,Predicted,30452,36943,6491,38375,-2192,79815
Myanmar,MMR,2021,10,Predicted,30532,33607,3075,41450,-600,84539
Myanmar,MMR,2021,11,Predicted,31151,32858,1707,43157,-904,87607
Myanmar,MMR,2021,12,Predicted,31685,32717,1032,44188,200,87815
Montenegro,MNE,2020,1,Reported,674,625,-49,-49,-105,4
